"Segment"	"en-ZZ"	"pl-PL"	"ID"	"File"
"2613"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R549_question09_q09itemDirections_56fc786ad73fc8.62615218_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4276"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00body_q00itemDirections_56fc783b3f8a36.71119956_1_0"	"PISA_pol-POL_REA_R562-OpeningNight_en18_MS2022.xlf"
"4028"	"Read the information below."	"&lt;i&gt;Przeczytaj tekst poniżej."	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_0_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3240"	"Refer to the Teen Health Forum on the right."	"&lt;i&gt;Zapoznaj się z forum o zdrowiu nastolatków po prawej stronie."	"R553_question2_q02itemDirections_56fc784a5d6452.10662812_0_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"5090"	"Click a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R566_question06_q06itemDirections_56fc786b8a1669.36610157_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5637"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4794"	"Czech Republic"	"Czechy"	"Page4_stimulus_stimulusTab4_5_56fc785d576529.01133033_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"1048"	"&lt;b&gt;1/ Buy&lt;/b&gt; one or more Work Right products* on the same day from your usual retailer between 15th December  and 31st January:&lt;br /&gt;"	"&lt;b&gt;1/ Dokonaj zakupu&lt;/b&gt; jednego lub kilku produktów firmy Dobre Biuro* tego samego dnia u jednego z naszych dystrybutorów między 15 grudnia a 31 stycznia:&lt;br /&gt;"	"R466_stimulus_section2_50c7c99ab5afb0.38782158_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"2492"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"491"	"Amundsen, the Norwegian"	"Amundsena &amp;ndash; Norwega"	"R220_stimulus_li2_50c7c0a0f165d4.24959409_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"1700"	"&lt;i&gt;Refer to “Alfred Bernhard Nobel” on the right."	"&lt;i&gt;Zapoznaj się z tekstem &quot;Alfred Bernhard Nobel&quot; po prawej stronie."	"R543_question4_itemDirections_56fc7821381578.06834284_0_0"	"PISA_pol-POL_REA_R543-Nobel_en18_MS2022.xlf"
"4113"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"q00b-body_q00b-p1_56fc785d264c41.70943658_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5385"	"Read the information below."	"&lt;i&gt; Przeczytaj poniższe informacje."	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_0_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5644"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4730"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"R564_question05_q05itemDirections_56fc783b60b828.68348774_1_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"1903"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź, a następnie uzasadnij swój wybór. &lt;/i&gt;"	"R544_question12_itemDirections_56fc78216b9a04.98619256_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"2784"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00body_q00itemDirections_56fc785cdb7056.90765917_0_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"4686"	"Refer to “Portrait of a Photographer” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Portret fotografa&quot; po prawej stronie."	"R564_question02_q02itemDirections_56fc783b5cfdd4.82081497_0_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5975"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R570_question03_q03itemDirections_56fc78797a3fe7.10691677_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
